Drug,geneName,log2FoldChange,padj no NA
VPC14449,AL355802.2,1.988911397,1
VPC14449,XPO5,0.056031128,0.996133914
VPC14449,AL355802.1,-0.284697113,0.996133914
VPC14449,RF00426,0,1
VPC14449,POLH,0.08114751,0.996133914
VPC14449,POLH-AS1,-0.377905335,0.996133914
VPC14449,GTPBP2,0.142385397,0.996133914
VPC14449,MAD2L1BP,-0.013594069,0.996133914
VPC14449,RSPH9,-0.529354164,0.996133914
VPC14449,MRPS18A,-0.014889213,0.99921456
VPC14449,VEGFA,-0.591816586,0.062845633
VPC14449,AL109615.3,-1.103650862,0.996133914
VPC14449,C6orf223,1.959595832,1
VPC14449,AL109615.2,0.85297827,1
VPC14449,AL109615.1,0.474472806,0.996133914
VPC14449,MRPL14,-0.01009654,0.99921456
VPC14449,TMEM63B,0.09002594,0.996133914
VPC14449,CAPN11,-0.951656823,1
VPC14449,MYMX,0,1
VPC14449,SLC29A1,0.158552828,0.996133914
VPC14449,HSP90AB1,0.016591365,0.996133914
VPC14449,SLC35B2,0.129294626,0.996133914
VPC14449,NFKBIE,0.078946279,0.996133914
VPC14449,TMEM151B,0.065692031,1
VPC14449,AL353588.1,-0.378834541,1
VPC14449,TCTE1,0.056532216,1
VPC14449,AARS2,0.04756555,0.996133914
VPC14449,CDC5L,-0.259010568,0.996133914
VPC14449,SUPT3H,-0.086878065,0.996133914
VPC14449,RUNX2,-0.660327565,0.996133914
VPC14449,CLIC5,-1.576379788,1
VPC14449,AL035701.1,0.270445288,0.996133914
VPC14449,ENPP4,-0.034756774,0.99834053
VPC14449,ENPP5,0.232371469,0.996133914
VPC14449,ACTG1P9,0.401641491,1
VPC14449,RCAN2,0.05478857,0.996133914
VPC14449,CYP39A1,-0.328112335,0.996133914
VPC14449,SLC25A27,0.228294478,0.996133914
VPC14449,TDRD6,-1.437101902,1
VPC14449,PLA2G7,-0.373646379,0.996133914
VPC14449,ANKRD66,0.091547777,1
VPC14449,ADGRF5,0,1
VPC14449,TNFRSF21,-0.036086106,0.996133914
VPC14449,AL355353.1,0.28749253,0.996133914
VPC14449,CD2AP,0.066368672,0.996133914
VPC14449,ADGRF4,-0.653926477,1
VPC14449,PTCHD4,-0.8306494,1
VPC14449,HNRNPA3P4,0.734882956,1
VPC14449,MUT,-0.186530468,0.996133914
VPC14449,CENPQ,0.168472884,0.996133914
VPC14449,C6orf141,0.065215839,1
VPC14449,CRISP3,-0.2215519,0.996133914
VPC14449,PGK2,1.811262479,1
VPC14449,RPS17P5,-1.810137253,1
VPC14449,FTH1P5,0.1361031,0.996133914
VPC14449,AL158050.1,-0.155155287,0.996133914
VPC14449,PKHD1,-1.173478309,1
VPC14449,MCM3,0.045469726,0.996133914
VPC14449,PAQR8,-0.002201232,0.999863172
VPC14449,EFHC1,-0.069906433,0.996133914
VPC14449,TRAM2,0.088170746,0.996133914
VPC14449,TRAM2-AS1,-0.105483263,0.996133914
VPC14449,AL109918.1,-0.108024624,0.996133914
VPC14449,TMEM14A,-0.104787746,0.996133914
VPC14449,GSTA8P,0.783914975,1
VPC14449,GSTA2,-0.287487419,0.996133914
VPC14449,GSTA1,0.01792605,0.996133914
VPC14449,GSTA9P,-0.818515063,1
VPC14449,GSTA4,-0.023967605,0.996133914
VPC14449,ICK,-0.022712884,0.99834053
VPC14449,FBXO9,0.030201809,0.996133914
VPC14449,ELOVL5,-0.387911184,0.996133914
VPC14449,AL034374.1,-0.510177376,0.996133914
VPC14449,RPL31P28,-2.636589095,1
VPC14449,GCLC,-0.430310305,0.996133914
VPC14449,AL033397.2,0.989394242,1
VPC14449,KLHL31,-0.531378681,0.996133914
VPC14449,AL590652.1,-0.053027269,0.996133914
VPC14449,LRRC1,-0.099868271,0.996133914
VPC14449,AL033384.2,1.027480471,1
VPC14449,COL21A1,-2.789414051,1
VPC14449,DST,-0.03016282,0.99834053
VPC14449,RPL17P26,-1.826544618,1
VPC14449,BEND6,0.02132645,0.99921456
VPC14449,FTH1P15,-1.799334808,1
VPC14449,KIAA1586,0.243892818,0.996133914
VPC14449,ZNF451,-0.199410111,0.996133914
VPC14449,ZNF451-AS1,-0.738988699,1
VPC14449,BAG2,-0.257646971,0.996133914
VPC14449,RAB23,-0.262701169,0.996133914
VPC14449,PRIM2,-0.173436601,0.996133914
VPC14449,FO680682.1,0.065691764,1
VPC14449,AL021368.3,2.508120786,1
VPC14449,AL021368.2,0.101040825,0.996133914
VPC14449,GUSBP4,2.936752914,1
VPC14449,LINC00680-GUSBP4,1.811232159,1
VPC14449,LINC00680,-0.17110087,0.996133914
VPC14449,AL445250.1,0.234719632,0.996133914
VPC14449,RBBP4P4,-0.185385129,1
VPC14449,AC244258.1,-0.079584659,1
VPC14449,MTRNR2L9,-1.810384899,1
VPC14449,FKBP1C,0.064031113,0.996133914
VPC14449,PTP4A1,1.041393666,0.996133914
VPC14449,RPL7AP34,0.071966661,1
VPC14449,AL135905.1,-0.039588639,0.996133914
VPC14449,AL135905.2,-0.240180643,0.996133914
VPC14449,RPL9P18,-0.649817307,0.996133914
VPC14449,PHF3,0.014150277,0.99921456
VPC14449,EYS,-0.972196388,0.996133914
VPC14449,AL354719.2,-0.684427905,1
VPC14449,AL365217.1,-0.498059765,0.996133914
VPC14449,ADH5P4,-1.037494609,1
VPC14449,NUFIP1P,-0.206764564,1
VPC14449,AL450336.1,-1.415228972,1
VPC14449,LMBRD1,-0.122860476,0.996133914
VPC14449,NPM1P37,-0.634939745,1
VPC14449,FAM135A,-0.549174999,0.996133914
VPC14449,SDHAF4,0.143354885,0.996133914
VPC14449,AL583856.2,-1.411652616,1
VPC14449,AL583856.1,-0.627433806,1
VPC14449,SMAP1,-0.409656686,0.910259887
VPC14449,B3GAT2,-2.313423365,1
VPC14449,LYPLA1P3,-0.179206395,1
VPC14449,AL589935.1,1.027472646,1
VPC14449,OGFRL1,-0.186355379,0.996133914
VPC14449,LINC00472,-0.1735533,0.996133914
VPC14449,AL136164.4,0.84906189,1
VPC14449,RIMS1,0.151626744,0.996133914
VPC14449,FO393414.3,1.496250191,1
VPC14449,KCNQ5,-0.729826016,0.996133914
VPC14449,KCNQ5-IT1,0.30555137,1
VPC14449,KHDC1L,1.027465573,1
VPC14449,KHDC1,0.210626892,0.996133914
VPC14449,AC019205.1,0.458924704,0.996133914
VPC14449,EIF3EP1,-0.576451942,1
VPC14449,PAICSP3,-1.783449928,1
VPC14449,OOEP,0.22258368,0.996133914
VPC14449,RPL39P3,0.004132381,0.99921456
VPC14449,RPS6P8,-0.695700382,1
VPC14449,DDX43,0.049976805,0.996133914
VPC14449,CGAS,1.027486245,1
VPC14449,MTO1,-0.068644705,0.996133914
VPC14449,AL603910.1,0,1
VPC14449,EEF1A1,-0.07388214,0.996133914
VPC14449,AL121972.1,3.008939336,1
VPC14449,SLC17A5,-0.119996324,0.996133914
VPC14449,CD109,1.277085863,1
VPC14449,COL12A1,-0.320000119,0.996133914
VPC14449,COX7A2,0.122963242,0.996133914
VPC14449,TMEM30A,-0.270828132,0.996133914
VPC14449,AL080250.1,0.397386191,0.996133914
VPC14449,FILIP1,-1.132117019,1
VPC14449,SENP6,-0.14810956,0.996133914
VPC14449,RNU6-1016P,0,1
VPC14449,AL109897.1,1.027477413,1
VPC14449,MYO6,-0.193579053,0.996133914
VPC14449,IMPG1,0.515346903,0.996133914
VPC14449,PHIP,0.111739796,0.996133914
VPC14449,HMGN3,-0.062633399,0.996133914
VPC14449,HMGN3-AS1,0.079573817,0.996133914
VPC14449,LCA5,-0.240096061,0.996133914
VPC14449,AL451064.2,0.065691751,1
VPC14449,SH3BGRL2,-0.117685266,0.996133914
VPC14449,ELOVL4,-0.226992227,0.996133914
VPC14449,GAPDHP63,0.203978525,0.996133914
VPC14449,TTK,-0.058199516,0.996133914
VPC14449,AL591135.1,-0.036004767,0.996133914
VPC14449,BCKDHB,-0.119389463,0.996133914
VPC14449,AL359715.3,-0.425245794,0.996133914
VPC14449,AL359715.4,1.179923964,1
VPC14449,AL359715.1,0.065691452,1
VPC14449,AL359715.2,0.065691433,1
VPC14449,TENT5A,0.050264269,0.996133914
VPC14449,LINC02542,-0.39010124,0.996133914
VPC14449,IBTK,-0.25867113,0.996133914
VPC14449,TPBG,1.62507231,0.960774091
VPC14449,UBE3D,-0.377666956,0.996133914
VPC14449,DOP1A,-0.030391453,0.99834053
VPC14449,PGM3,-0.404244374,0.996133914
VPC14449,RWDD2A,0.092044259,0.996133914
VPC14449,ME1,-0.185915588,0.996133914
VPC14449,AL391416.1,0.661291687,1
VPC14449,SNAP91,-0.092670494,0.996133914
VPC14449,CYB5R4,-0.198984194,0.996133914
VPC14449,MRAP2,0.077233232,1
VPC14449,CEP162,0.013557334,0.99921456
VPC14449,LINC01611,0.065760411,0.996133914
VPC14449,SMARCE1P2,2.39331856,1
VPC14449,AL135903.1,0.065691911,1
VPC14449,TPT1P6,-0.5066642,1
VPC14449,NT5E,-0.15586935,1
VPC14449,SNX14,-0.195103816,0.996133914
VPC14449,SYNCRIP,-0.288112675,0.996133914
VPC14449,PKMP3,0.065692015,1
VPC14449,SNHG5,-0.103014853,0.996133914
VPC14449,SMIM11P1,0.065691455,1
VPC14449,RPL7P27,1.819387212,1
VPC14449,AL157777.1,-0.934480842,1
VPC14449,AL139274.2,0.170351457,0.996133914
VPC14449,ZNF292,0.095055142,0.996133914
VPC14449,SMIM8,0.050060171,0.996133914
VPC14449,C6orf163,0.020505918,1
VPC14449,CFAP206,3.936450383,1
VPC14449,AL049697.1,1.901232172,1
VPC14449,SLC35A1,-0.484460843,0.996133914
VPC14449,RARS2,-0.2115561,0.996133914
VPC14449,ORC3,0.017558271,0.99921456
VPC14449,AKIRIN2,-0.02761411,0.996133914
VPC14449,ACTBP8,1.027483584,1
VPC14449,RNGTT,-0.3318151,0.996133914
VPC14449,AL079342.3,0.046990647,1
VPC14449,AL353135.1,-0.409974053,0.996133914
VPC14449,PNRC1,-0.023245988,0.996133914
VPC14449,SRSF12,-0.33012486,0.996133914
VPC14449,PM20D2,0.03162097,1
VPC14449,UBE2J1,-0.456687934,0.996133914
VPC14449,RRAGD,-0.051090744,0.996133914
VPC14449,ANKRD6,0.173022519,0.996133914
VPC14449,LYRM2,-0.310169974,0.996133914
VPC14449,MDN1,-0.14593455,0.996133914
VPC14449,AL096678.1,-0.840026498,1
VPC14449,CASP8AP2,0.311970246,0.996133914
VPC14449,BACH2,0.967435139,1
VPC14449,MAP3K7,-0.175871072,0.996133914
VPC14449,EPHA7,-0.136944714,0.996133914
VPC14449,AL078595.1,0.525794846,0.996133914
VPC14449,MANEA-DT,0.035109246,0.998896555
VPC14449,MANEA,0.448389778,0.996133914
VPC14449,FUT9,0.065692057,1
VPC14449,UFL1-AS1,2.960999457,1
VPC14449,UFL1,0.054638673,0.996133914
VPC14449,RPS7P8,-1.837688449,1
VPC14449,GPR63,0.324481192,0.996133914
VPC14449,NDUFAF4,0.289113966,0.996133914
VPC14449,KLHL32,-0.046179604,0.996133914
VPC14449,MMS22L,-0.106746782,0.996133914
VPC14449,AL589740.1,-1.805656178,1
VPC14449,EIF4EBP2P3,0,1
VPC14449,AL589826.1,0.920979312,1
VPC14449,POU3F2,0.748703799,1
VPC14449,FBXL4,-0.159331285,0.996133914
VPC14449,FAXC,-0.141094051,0.996133914
VPC14449,COQ3,-0.107753698,0.996133914
VPC14449,PNISR,-0.196202509,0.996133914
VPC14449,AL513550.1,0.268938437,0.996133914
VPC14449,USP45,-0.323821824,0.996133914
VPC14449,TSTD3,-0.124307388,0.996133914
VPC14449,CCNC,-0.214151093,0.996133914
VPC14449,AL137784.2,0.041628147,0.996133914
VPC14449,AL137784.1,0.883245573,0.996133914
VPC14449,AL137784.3,-0.55349667,1
VPC14449,MCHR2,-0.275852992,1
VPC14449,NPM1P38,0.175827265,1
VPC14449,PRDX2P4,0.328486116,1
VPC14449,ASCC3,-0.476749104,0.996133914
VPC14449,Z86062.1,1.027477765,1
VPC14449,AL133338.1,-0.374075013,0.996133914
VPC14449,AL133338.2,-0.272947606,1
VPC14449,GRIK2,-0.052922164,0.996133914
VPC14449,HACE1,-0.105701743,0.996133914
VPC14449,LIN28B,0,1
VPC14449,BVES,-0.10937942,0.996133914
VPC14449,BVES-AS1,0.969884241,1
VPC14449,POPDC3,-0.535842373,0.996133914
VPC14449,AL133406.3,1.498218552,1
VPC14449,PREP,-0.087773911,0.996133914
VPC14449,AL133406.2,-2.151465326,1
VPC14449,AL133406.1,0.974106988,1
VPC14449,ATG5,-0.127276512,0.996133914
VPC14449,PRDM1,-0.79018941,1
VPC14449,CRYBG1,-0.370410664,0.996133914
VPC14449,RTN4IP1,-0.082414623,0.996133914
VPC14449,QRSL1,-0.252270822,0.996133914
VPC14449,RPL21P65,0.065691771,1
VPC14449,LINC02532,0.093613596,1
VPC14449,CD24,-0.143734723,0.996133914
VPC14449,C6orf203,-0.036524775,0.996133914
VPC14449,BEND3,-0.26900387,0.996133914
VPC14449,PDSS2,-0.153509727,0.996133914
VPC14449,RPS24P12,-1.800452357,1
VPC14449,SOBP,-0.033159036,0.996133914
VPC14449,AL121957.1,-0.552555217,1
VPC14449,SEC63,-0.210337647,0.996133914
VPC14449,AL024507.2,-0.181681869,0.996133914
VPC14449,RPL3P7,-0.068124301,0.996133914
VPC14449,Z98200.1,-0.896101406,1
VPC14449,OSTM1,-0.219925832,0.996133914
VPC14449,SNX3,-0.209317462,0.996133914
VPC14449,AFG1L,-0.086933187,0.996133914
VPC14449,FOXO3,-0.326668385,0.996133914
VPC14449,LINC00222,-0.824207394,1
VPC14449,ZNF259P1,-1.41108479,1
VPC14449,ARMC2,-0.158835131,0.996133914
VPC14449,AL445189.2,-0.208709159,0.996133914
VPC14449,SESN1,0.037586685,0.996133914
VPC14449,AL390208.1,0.64363735,1
VPC14449,CEP57L1,0.000567718,0.999944892
VPC14449,CCDC162P,0.455116288,0.996133914
VPC14449,CD164,-0.160851751,0.996133914
VPC14449,AL359711.2,-0.069318666,0.996133914
VPC14449,PPIL6,-0.080612417,0.996133914
VPC14449,SMPD2,0.095957345,0.996133914
VPC14449,MICAL1,-0.002142153,0.999863172
VPC14449,ZBTB24,-0.483409719,0.996133914
VPC14449,AK9,0.003519676,0.999863172
VPC14449,FIG4,-0.079686315,0.996133914
VPC14449,AL512303.1,0.997696831,1
VPC14449,WASF1,-0.05775755,0.996133914
VPC14449,CDC40,-0.369929222,0.996133914
VPC14449,DDO,-0.009372906,0.997564285
VPC14449,SLC22A16,0.406340754,1
VPC14449,CDK19,-0.185735871,0.996133914
VPC14449,CNN2P9,0.241420329,1
VPC14449,Z84480.1,0.065691776,1
VPC14449,AMD1,-0.124778892,0.996133914
VPC14449,AL357515.1,-1.828166028,1
VPC14449,GTF3C6,-0.069082153,0.996133914
VPC14449,RPF2,-0.329414167,0.996133914
VPC14449,SLC16A10,-0.141365408,0.996133914
VPC14449,MFSD4B,-0.192102062,0.996133914
VPC14449,AL080317.1,-0.035160368,0.997564285
VPC14449,AL080317.2,-2.149362392,1
VPC14449,REV3L,0.149603423,0.996133914
VPC14449,AL080317.3,-0.062464554,1
VPC14449,BRD7P4,1.027485278,1
VPC14449,TRAF3IP2-AS1,0.355717811,0.996133914
VPC14449,TRAF3IP2,0.254418121,0.996133914
VPC14449,Z97989.1,-0.365546877,1
VPC14449,FYN,0.723401652,0.227022296
VPC14449,WISP3,1.042110827,1
VPC14449,TUBE1,-0.045903952,0.996133914
VPC14449,FAM229B,0.070455576,0.996133914
VPC14449,LAMA4,1.027483731,1
VPC14449,RPSAP45,0.503843752,0.996133914
VPC14449,KRT18P65,-0.832727438,1
VPC14449,AL358942.1,-0.524269686,0.996133914
VPC14449,LINC02518,-1.961960074,1
VPC14449,RPS27AP11,-1.803586379,1
VPC14449,LINC02541,1.027486242,1
VPC14449,MARCKS,-0.351731766,0.996133914
VPC14449,HDAC2,-0.321559051,0.996133914
VPC14449,HDAC2-AS2,0.597368373,0.996133914
VPC14449,HS3ST5,1.027482436,1
VPC14449,FRK,-0.261899889,0.996133914
VPC14449,TPI1P3,0.380576976,0.996133914
VPC14449,NT5DC1,-0.224410681,0.996133914
VPC14449,COL10A1,0.065691929,1
VPC14449,TSPYL4,-0.293581513,0.453746765
VPC14449,DSE,0.047391059,0.996133914
VPC14449,TSPYL1,-0.25255697,0.996133914
VPC14449,CBX3P9,-1.466042355,1
VPC14449,RWDD1,-0.156032396,0.996133914
VPC14449,RSPH4A,-0.568379903,1
VPC14449,ZUP1,-0.298432598,0.996133914
VPC14449,KPNA5,-0.080541439,0.996133914
VPC14449,RFX6,-2.043225447,1
VPC14449,DCBLD1,-0.094550024,0.996133914
VPC14449,GOPC,-0.199472955,0.996133914
VPC14449,NEPNP,0,1
VPC14449,NUS1,-0.320223852,0.996133914
VPC14449,SLC35F1,-2.836007537,1
VPC14449,AL450405.1,0.193818726,0.996133914
VPC14449,AL589993.1,1.027482513,1
VPC14449,CEP85L,0.533965655,0.996133914
VPC14449,MCM9,-0.033174227,0.996133914
VPC14449,ASF1A,-0.083144538,0.996133914
VPC14449,AL137009.1,0.917366481,1
VPC14449,FAM184A,0.009978781,0.99921456
VPC14449,MAN1A1,0.236470818,0.996133914
VPC14449,TBC1D32,-0.168840696,0.996133914
VPC14449,GJA1,0,1
VPC14449,SLC25A5P7,-0.476215067,1
VPC14449,HSF2,-0.290387142,0.996133914
VPC14449,Z99129.4,-0.087813377,0.996133914
VPC14449,SERINC1,-0.146775414,0.996133914
VPC14449,PKIB,0.17749196,0.996133914
VPC14449,Z99129.3,-0.220375846,1
VPC14449,AL512283.1,2.893039012,1
VPC14449,SMPDL3A,-0.030681795,0.996133914
VPC14449,ATP5MGP2,1.984816313,1
VPC14449,TRDN,-0.573994496,1
VPC14449,RNF217,0.354543389,0.996133914
VPC14449,TPD52L1,0.061116475,0.996133914
VPC14449,HDDC2,-0.101295739,0.996133914
VPC14449,AL365259.1,0.065691175,1
VPC14449,HEY2,1.041023095,1
VPC14449,NCOA7,0.211695287,0.996133914
VPC14449,NCOA7-AS1,1.7652481,1
VPC14449,HINT3,-0.22942022,0.996133914
VPC14449,TRMT11,-0.375884608,0.996133914
VPC14449,CENPW,-0.107118966,0.996133914
VPC14449,PRELID1P1,-0.355665331,0.996133914
VPC14449,RNF146,-0.142551064,0.996133914
VPC14449,ECHDC1,-0.09564082,0.996133914
VPC14449,YWHAZP4,0.615491216,1
VPC14449,RPL5P18,0.809494116,1
VPC14449,KIAA0408,0.755221994,1
VPC14449,AL356432.2,-3.123928721,1
VPC14449,PTPRK,0.031120028,0.996133914
VPC14449,LAMA2,0.065691228,1
VPC14449,BMPR1AP1,0.023932546,1
VPC14449,ARHGAP18,0.103905262,0.996133914
VPC14449,L3MBTL3,-0.758772349,0.996133914
VPC14449,AL355581.1,-1.420370251,1
VPC14449,EPB41L2,-0.042812816,0.996133914
VPC14449,AKAP7,-0.152270602,0.996133914
VPC14449,AL137222.1,0,1
VPC14449,ARG1,-0.368375689,1
VPC14449,MED23,-0.008740266,0.99921456
VPC14449,ENPP3,0.237362219,0.996133914
VPC14449,OR2A4,-0.145615375,0.996133914
VPC14449,CTAGE9,0.0125903,0.99921456
VPC14449,AC005587.1,-0.262451526,1
VPC14449,ENPP1,-0.101587591,0.996133914
VPC14449,AL139805.1,0.020685844,0.99921456
VPC14449,MOXD1,0.021569186,1
VPC14449,STX7,-0.259230449,0.996133914
VPC14449,VNN2,-0.896102195,1
VPC14449,SLC18B1,-0.160043443,0.996133914
VPC14449,RPS12,0.105226535,0.996133914
VPC14449,SNORD101,0.399887998,1
VPC14449,SNORD100,0.965858118,1
VPC14449,SNORA33,-0.083817137,0.996133914
VPC14449,TBPL1,-0.074649944,0.996133914
VPC14449,SLC2A12,-0.322013172,0.996133914
VPC14449,SGK1,-2.487261472,2.85664E-24
VPC14449,AL078590.2,1.027485481,1
VPC14449,AL021939.1,-1.779238757,1
VPC14449,HBS1L,-0.244822282,0.996133914
VPC14449,AL353596.1,-1.162983322,1
VPC14449,MYB,0.265286088,0.996133914
VPC14449,AHI1,-0.143531138,0.996133914
VPC14449,AL049552.1,0.065691891,1
VPC14449,LINC00271,-0.187115621,0.996133914
VPC14449,GAPDHP73,1.641901561,1
VPC14449,PDE7B,1.285394382,1
VPC14449,MTFR2,-0.080887019,0.996133914
VPC14449,BCLAF1,-0.220453416,0.996133914
VPC14449,AL023284.4,0.016798634,1
VPC14449,MAP7,-0.147013473,0.996133914
VPC14449,RN7SKP299,0.023057096,1
VPC14449,AL024508.2,-0.272271342,0.996133914
VPC14449,MAP3K5,-0.285546154,0.996133914
VPC14449,AL024508.1,0.065692037,1
VPC14449,RNA5SP219,0.065692012,1
VPC14449,PEX7,0.050080953,0.996133914
VPC14449,IL20RA,0.267950433,0.996133914
VPC14449,IFNGR1,-0.135760697,0.996133914
VPC14449,BTF3L4P3,-0.959772512,0.996133914
VPC14449,AL356234.1,1.371425782,1
VPC14449,AL357060.1,0.22395975,0.996133914
VPC14449,TNFAIP3,-1.205433424,0.001565656
VPC14449,PERP,-0.167236235,0.996133914
VPC14449,ARFGEF3,-0.114180333,0.996133914
VPC14449,PBOV1,-2.379500887,1
VPC14449,SMIM28,2.556821223,1
VPC14449,MARCKSL1P2,-0.826231494,1
VPC14449,HEBP2,-0.096566968,0.996133914
VPC14449,NHSL1,0.012930135,0.996133914
VPC14449,FLJ46906,0.196035364,0.996133914
VPC14449,GVQW2,0.407580957,0.996133914
VPC14449,CCDC28A,0.290520394,0.996133914
VPC14449,ECT2L,-2.414116785,1
VPC14449,REPS1,0.075245903,0.996133914
VPC14449,ABRACL,-0.012047847,0.996133914
VPC14449,HECA,0.042578873,0.996133914
VPC14449,TXLNB,0,1
VPC14449,CITED2,-0.035442974,0.996133914
VPC14449,ATP5PBP6,-2.410920289,1
VPC14449,AL035446.2,0.099493411,1
VPC14449,AL035446.1,1.526010004,1
VPC14449,AL589674.1,2.0499373,1
VPC14449,VTA1,-0.174175309,0.996133914
VPC14449,AL360007.1,0,1
VPC14449,ADGRG6,-0.259886004,0.996133914
VPC14449,AL359313.1,0.450252079,0.996133914
VPC14449,HIVEP2,-0.19579687,0.996133914
VPC14449,AL355304.1,0.035205632,1
VPC14449,LINC01277,-0.208059094,1
VPC14449,AL023581.2,0.747050749,0.996133914
VPC14449,AIG1,0.035311677,0.996133914
VPC14449,AL136116.3,0.241809651,0.996133914
VPC14449,ADAT2,-0.268497481,0.996133914
VPC14449,PEX3,-0.168287065,0.996133914
VPC14449,AL031320.2,0.431451643,1
VPC14449,VDAC1P8,0.01063865,0.99921456
VPC14449,FUCA2,0.136726528,0.996133914
VPC14449,PHACTR2,-0.421727011,0.996133914
VPC14449,LTV1,-0.40501757,0.996133914
VPC14449,AL049844.2,-0.080325404,1
VPC14449,PLAGL1,0.283217352,0.996133914
VPC14449,SF3B5,0.096581213,0.996133914
VPC14449,STX11,-0.194450805,1
VPC14449,TPT1P4,-0.584698554,0.996133914
VPC14449,UTRN,-0.249040247,0.996133914
VPC14449,EPM2A,-0.258700436,0.996133914
VPC14449,AL023806.1,0.043446904,0.996133914
VPC14449,AL023806.3,0,1
VPC14449,FBXO30,-0.222162592,0.996133914
VPC14449,AL356599.1,-0.25982992,0.996133914
VPC14449,SHPRH,-0.28835566,0.996133914
VPC14449,GRM1,0.662329086,1
VPC14449,RAB32,0.047107657,0.996133914
VPC14449,KATNBL1P6,1.377564669,1
VPC14449,STXBP5-AS1,1.093951523,0.996133914
VPC14449,STXBP5,-0.066231275,0.996133914
VPC14449,SAMD5,-0.031233207,0.998367609
VPC14449,AL033504.1,-1.792677061,1
VPC14449,SASH1,-0.616312873,0.996133914
VPC14449,UST,-0.262617741,0.996133914
VPC14449,AL603766.1,-0.006901206,1
VPC14449,TAB2,-0.108827396,0.996133914
VPC14449,SUMO4,0.048502367,1
VPC14449,ZC3H12D,-0.825688829,1
VPC14449,AL031133.1,0.616112811,1
VPC14449,PPIL4,-0.188603257,0.996133914
VPC14449,RNU7-3P,0,1
VPC14449,GINM1,-0.034383091,0.996133914
VPC14449,AL078581.3,-0.832211367,1
VPC14449,AL078581.1,-0.017677604,0.99921456
VPC14449,RPS18P9,-0.284258978,0.996133914
VPC14449,RF00410.1,-1.534547045,1
VPC14449,KATNA1,0.028547952,0.996133914
VPC14449,LATS1,-0.163719174,0.996133914
VPC14449,AL358852.1,0.559980314,0.996133914
VPC14449,NUP43,-0.43792388,0.996133914
VPC14449,PCMT1,-0.13506145,0.996133914
VPC14449,BTBD10P2,1.862616183,1
VPC14449,AL355312.2,0.234023714,1
VPC14449,AL355312.5,0.064562051,1
VPC14449,LRP11,-0.049011552,0.996133914
VPC14449,RAET1E-AS1,0.405575773,0.996133914
VPC14449,RAET1E,-2.372263809,1
VPC14449,RAET1E-AS1.1,1.405921559,1
VPC14449,AL355312.1,0.092927266,0.996133914
VPC14449,RAET1G,-0.087744382,0.996133914
VPC14449,AL583835.2,0.068534655,1
VPC14449,ULBP2,-0.027792325,0.996133914
VPC14449,ULBP1,0.152799233,0.996133914
VPC14449,BTF3P10,-0.787057316,0.996133914
VPC14449,RAET1K,-0.152669726,0.996133914
VPC14449,RAET1L,-0.116324297,0.996133914
VPC14449,ULBP3,-0.515412396,0.996133914
VPC14449,PPP1R14C,0.097267623,0.996133914
VPC14449,IYD,-0.219311505,0.996133914
VPC14449,PLEKHG1,0.456800247,0.996133914
VPC14449,PDCL3P5,-0.289319894,0.996133914
VPC14449,MTHFD1L,0.199217659,0.996133914
VPC14449,ARL4AP5,0.022056555,1
VPC14449,AL138733.1,0.80460621,1
VPC14449,AL133260.1,-0.391287794,0.996133914
VPC14449,AL356535.1,-0.318324362,0.996133914
VPC14449,AKAP12,-1.406461287,0.121775426
VPC14449,ZBTB2,-0.511010332,0.996133914
VPC14449,RMND1,-0.009015811,0.99834053
VPC14449,HSPA8P15,0.025027644,1
VPC14449,ARMT1,-0.013294304,0.99921456
VPC14449,ESR1,0.780890897,1
VPC14449,SYNE1,0.168296302,0.996133914
VPC14449,FBXO5,-0.216852622,0.996133914
VPC14449,AL080276.2,-0.146564886,1
VPC14449,MTRF1L,-0.188633519,0.996133914
VPC14449,RGS17,0.628660902,0.996133914
VPC14449,AL590867.2,-0.062538387,0.996133914
VPC14449,IPCEF1,0.765926692,0.996133914
VPC14449,CNKSR3,0.206324502,0.996133914
VPC14449,RPS4XP8,-0.448573168,1
VPC14449,SCAF8,-0.05739396,0.996133914
VPC14449,TIAM2,-0.172704762,0.996133914
VPC14449,AL596202.1,-0.290512673,0.996133914
VPC14449,TFB1M,0.0375265,0.996133914
VPC14449,CLDN20,-0.604311591,1
VPC14449,AL512658.2,-0.039945764,1
VPC14449,AL355297.3,-1.1981817,1
VPC14449,ARID1B,-0.032695214,0.996133914
VPC14449,AL355297.4,0.092372946,0.996133914
VPC14449,TMEM242,-0.023728841,0.996133914
VPC14449,AL390955.2,0.376580064,1
VPC14449,AL117344.1,2.476108907,1
VPC14449,ZDHHC14,-0.055876789,0.996133914
VPC14449,SNX9,-0.082990326,0.996133914
VPC14449,SYNJ2,-0.08423388,0.996133914
VPC14449,AL139330.1,1.010981408,1
VPC14449,SYNJ2-IT1,0.453700925,1
VPC14449,SERAC1,-0.135917804,0.996133914
VPC14449,GTF2H5,0.001422098,0.99921456
VPC14449,TULP4,0.380709536,0.996133914
VPC14449,SRP72P2,0.228044652,0.996133914
VPC14449,TMEM181,-0.060280245,0.996133914
VPC14449,TATDN2P2,0.019498714,0.99921456
VPC14449,DYNLT1,0.05975296,0.996133914
VPC14449,SYTL3,0.43444665,0.996133914
VPC14449,EZR,-0.265747258,0.113880981
VPC14449,EZR-AS1,-0.003338274,1
